code,latitude,longitude,N,size
DALHOLD,32.824,-96.872,6,2.0
DAVIDTN,36.186,-86.785,45,3.5
DEAPDMI,42.323,-83.173,9,2.0
DEKALAL,34.429,-85.76,14,3.5
DENCICO,39.737,-104.992,2,2.0
DENHOLD,39.784,-104.849,24,3.5
DENICDF,39.766,-104.865,393,6.0
DENVECO,39.767,-104.864,3,2.0
DEPCOGU,13.448,144.786,32,3.5
DOCORNE,41.253,-95.939,149,6.0
DODGEWI,43.407,-88.706,177,6.0
DORCHMD,38.548,-76.061,35,3.5
DOUGLCO,39.373,-104.86,1,2.0
DUVALFL,30.326,-81.65,8,2.0
EAZ,32.818,-111.519,1491,12.0
ECC,32.803,-115.57,482,6.0
ECTORTX,31.774,-102.367,1,2.0
ELGPDIL,42.04,-88.284,2,2.0
ELPASCO,38.788,-104.779,109,6.0
ELZICDF,40.666,-74.19,279,6.0
EPC,31.796,-106.37,770,9.0
ERICONY,42.887,-78.878,0,2.0
ERICOPA,42.125,-80.066,11,3.5
ESSEXMA,42.597,-70.987,13,3.5
ESSEXNJ,40.731,-74.136,221,6.0
ETOWAAL,34.016,-86.012,374,6.0
EULESTX,32.832,-97.094,38,3.5
FAULKAR,35.089,-92.443,2,2.0
FLO,33.065,-111.379,428,6.0
FORSYNC,36.097,-80.243,0,2.0
FRACOVT,44.811,-73.08,18,3.5
FREDEMD,39.365,-77.415,35,3.5
FREHOLD,36.733,-119.785,7,2.0
FREMOCO,38.447,-105.183,4,2.0
FSF,33.065,-111.379,249,6.0
GARVIOK,34.74,-97.222,21,3.5
GASTNNC,35.268,-81.182,2,2.0
GENESNY,42.999,-78.188,0,2.0
GFCORND,47.936,-97.056,46,3.5
GLADEFL,26.839,-81.124,399,6.0
GLEPDCA,34.147,-118.249,5,2.0
GRANTWA,47.322,-119.553,1,2.0
GRAYSKY,37.491,-86.258,1,2.0
GREENMA,42.596,-72.612,56,3.5
HAILEID,43.665,-116.682,8,2.0
HALLJGA,34.243,-83.816,11,3.5
HARDJIA,42.36,-93.097,69,3.5
HASKLTX,33.176,-99.722,625,9.0
HENDENC,35.315,-82.456,18,3.5
HERNAFL,28.484,-82.451,213,6.0
HMCHOTX,26.158,-97.675,1,2.0
HOUHOLD,29.952,-95.311,42,3.5
HOUICDF,29.951,-95.312,901,9.0
HOWARMD,39.169,-76.782,36,3.5
HRREGVA,36.804,-76.368,278,6.0
HSF,26.181,-97.685,135,6.0
HUDSONJ,40.73,-74.103,340,6.0
JACKSOR,42.322,-122.879,1,2.0
JAXHOLD,30.256,-81.59,3,2.0
JEFFECO,39.73,-105.204,3,2.0
JEFFEKS,39.207,-95.311,3,2.0
JEFFEMT,46.236,-112.121,2,2.0
JEFFETX,30.079,-94.094,3,2.0
JENADLA,31.707,-92.151,1026,12.0
JMHOSFL,25.847,-80.306,1,2.0
JOSEPOR,42.438,-123.319,9,2.0
KARNETX,28.883,-97.912,281,6.0
KENOSWI,42.593,-87.915,164,6.0
KERCOCA,35.653,-119.108,120,6.0
KLAMCOR,42.222,-121.749,1,2.0
KRO,25.76,-80.497,663,9.0
LACKAPA,41.422,-75.648,102,6.0
LANCACA,34.702,-118.233,1031,12.0
LANECOR,44.051,-123.09,8,2.0
LARCOWY,41.135,-104.82,0,2.0
LARIMCO,40.564,-105.032,1,2.0
LIMESTX,31.529,-96.512,0,2.0
LKLNDLA,31.34,-92.399,1,2.0
LONPDAR,34.542,-91.755,2,2.0
LOSCJCA,34.059,-118.231,1,2.0
LOSHOLD,34.054,-118.24,131,6.0
LRDICDF,27.529,-99.448,351,6.0
LSFHOLD,26.075,-97.512,1,2.0
LUBBOTX,33.585,-101.843,4,2.0
LVGHOLD,36.058,-115.225,2,2.0
MABSHOS,41.947,-70.953,1,2.0
MACCOMI,42.613,-82.882,6,2.0
MADISID,43.827,-111.779,1,2.0
MADISNY,43.081,-75.707,5,2.0
MAHONOH,41.104,-80.655,44,3.5
MAPLEOH,41.415,-81.565,21,3.5
MARIOIN,39.766,-86.154,7,2.0
MATSHOS,41.901,-71.089,1,2.0
MCFAJAZ,33.446,-112.078,2,2.0
MCHENIL,42.337,-88.443,356,6.0
MECKLNC,35.315,-80.841,137,6.0
MESJACO,39.069,-108.574,2,2.0
MIAHOLD,25.92,-80.155,9,2.0
MIDDLNJ,40.421,-74.489,141,6.0
MILLRAR,33.4,-94.023,15,3.5
MINNESD,43.578,-96.729,11,3.5
MISCOMO,36.923,-89.352,50,3.5
MISSOMT,46.883,-114.027,0,2.0
MOFFECO,40.507,-107.559,7,2.0
MONMONJ,40.268,-74.287,148,6.0
MONROFL,24.572,-81.749,47,3.5
MONROMI,41.894,-83.394,81,3.5
MONRONY,43.152,-77.614,0,2.0
MONTGMO,38.98,-91.504,39,3.5
MONTGPA,40.159,-75.422,0,2.0
MONTGTX,30.336,-95.448,243,6.0
MORGNMO,38.432,-92.84,54,3.5
MOUNTND,48.321,-102.391,1,2.0
MTPPDCA,34.059,-118.126,12,3.5
NASSAFL,30.611,-81.631,5,2.0
NATROWY,42.862,-106.345,4,2.0
NIAGANY,43.18,-78.736,2,2.0
NOJUVOR,45.61,-121.203,8,2.0
NOLVGNV,36.202,-115.12,152,6.0
NORCOOR,45.61,-121.203,10,2.0
NORFOMA,42.26,-71.209,57,3.5
NWREGVA,39.199,-78.146,0,2.0
NYCHOLD,40.64,-74.17,17,3.5
OAK,30.821,-92.641,1,2.0
OKANOWA,48.366,-119.582,1,2.0
OMAHOLD,41.281,-95.899,0,2.0
ONECONY,43.156,-75.377,0,2.0
ONONDNY,43.046,-76.146,12,3.5
ONTARNY,42.883,-77.212,6,2.0
ORANGFL,28.504,-81.416,3,2.0
ORANGNY,41.405,-74.357,101,6.0
ORLHOLD,28.427,-81.334,1,2.0
ORPARLA,29.961,-90.094,55,3.5
OTERONM,32.852,-106.008,1,2.0
OTRPCNM,32.08,-106.283,871,9.0
PALMBFL,26.673,-80.092,24,3.5
PAMREVA,37.752,-77.359,23,3.5
PARKJCO,39.218,-105.98,155,6.0
PASADCA,34.149,-118.145,22,3.5
PENNISD,44.079,-103.221,3,2.0
PERRYAL,32.634,-87.316,340,6.0
PHELPNE,40.439,-99.37,38,3.5
PHIHOLD,39.96,-75.165,6,2.0
PHOHOLD,33.471,-112.073,80,3.5
PIC,26.155,-97.338,688,9.0
PIKCOPA,41.389,-75.071,130,6.0
PINALAZ,33.041,-111.376,538,9.0
PINELFL,27.902,-82.706,1,2.0
PISCAME,45.183,-69.224,1,2.0
PLATTMO,39.19,-94.684,8,2.0
PLATTWY,42.055,-104.953,2,2.0
PLYMOMA,41.932,-70.651,323,6.0
PMHOSFL,25.885,-80.325,1,2.0
PMREGVA,37.321,-78.425,310,6.0
POLKCTX,30.698,-95.006,862,9.0
POLKJIA,41.654,-93.588,43,3.5
POMONCA,34.055,-117.754,7,2.0
POOHOLD,45.515,-122.676,7,2.0
POTTAIA,41.282,-95.867,53,3.5
PUEBLCO,38.276,-104.611,1,2.0
RAADCMN,44.956,-93.089,67,3.5
REHOSIL,41.865,-87.804,1,2.0
REJAITX,31.389,-103.527,5,2.0
RICECKS,38.347,-98.224,16,3.5
RNDLLTX,35.116,-101.866,60,3.5
RSREGVA,37.295,-77.321,77,3.5
SAAHOLD,33.749,-117.875,35,3.5
SACHOLD,38.578,-121.5,18,3.5
SACITCA,33.75,-117.88,54,3.5
SACRACA,38.583,-121.497,27,3.5
SAJHOLD,18.407,-66.107,18,3.5
SANANCA,33.75,-117.881,108,6.0
SANJAIL,39.8,-89.643,0,2.0
SBDHOLD,34.101,-117.298,16,3.5
SBERNCA,34.102,-117.272,5,2.0
SCNORCA,37.352,-121.906,146,6.0
SDHOSCA,32.619,-117.023,5,2.0
SEAHOLD,47.491,-122.291,9,2.0
SEBASAR,35.383,-94.425,10,2.0
SENECOH,41.08,-83.154,110,6.0
SFRHOLD,37.796,-122.402,20,3.5
SHACOKS,39.048,-95.672,8,2.0
SHERBMN,45.304,-93.619,134,6.0
SLRDCAZ,32.498,-114.778,1,2.0
SLSLCUT,40.726,-111.917,3,2.0
SMARYMD,38.302,-76.629,1,2.0
SNDHOLD,32.717,-117.165,28,3.5
SOLONOH,41.391,-81.44,4,2.0
SOUTECO,37.133,-107.634,2,2.0
SPHOSCA,33.739,-118.307,1,2.0
STCDFTX,28.895,-99.122,1610,15.0
STCLAMI,42.942,-82.481,32,3.5
STRAFNH,43.219,-70.939,27,3.5
STWRTGA,32.037,-84.772,1872,15.0
SUFFOMA,42.333,-71.071,248,6.0
SUMMIUT,40.721,-111.478,3,2.0
SUSSENJ,41.055,-74.767,25,3.5
SWEETWY,41.537,-109.301,0,2.0
TELLECO,38.942,-105.154,74,3.5
TENSALA,31.809,-91.397,273,6.0
TETONWY,43.478,-110.76,2,2.0
TFALLID,42.558,-114.467,16,3.5
TNWESDF,35.409,-89.55,13,3.5
TOOLEMT,48.507,-111.856,2,2.0
TOORANM,34.767,-106.018,147,6.0
TRICOIL,37.272,-89.175,187,6.0
TUCHOLD,32.135,-110.926,14,3.5
TULCOOK,36.157,-95.999,175,6.0
UTAHCUT,40.148,-111.657,83,3.5
VENHOLD,34.206,-119.077,14,3.5
VIRBEVA,36.753,-76.06,2,2.0
VNBRNMI,42.233,-83.495,1,2.0
VRK,40.728,-74.006,261,6.0
VTDCORR,44.333,-72.752,4,2.0
VTSTALB,44.85,-73.132,1,2.0
WACLATX,29.424,-98.497,6,2.0
WAKECNC,35.778,-78.64,19,3.5
WAKULFL,30.196,-84.377,125,6.0
WASCONY,43.282,-73.587,7,2.0
WASHCUT,37.158,-113.412,13,3.5
WASHIAR,36.034,-94.177,16,3.5
WASHICO,40.158,-103.192,2,2.0
WASHOLD,38.881,-77.229,2,2.0
WASHONV,39.573,-119.811,18,3.5
WAYNEMI,42.388,-83.045,45,3.5
WAYNENY,43.067,-77.031,11,3.5
WBATOLA,30.501,-91.216,7,2.0
WCCBXTX,29.428,-98.508,1,2.0
WCCPBFL,26.275,-80.152,576,9.0
WEBERUT,41.24,-111.993,99,3.5
WILLCTX,26.47,-97.762,1459,12.0
WMHOSCA,34.051,-118.217,0,2.0
WOAKSTX,29.711,-95.401,1,2.0
WORCEMD,38.17,-75.376,66,3.5
WVSCENT,38.312,-81.71,13,3.5
WYATTRI,41.893,-71.383,171,6.0
YAVCVAZ,34.611,-111.917,1,2.0
YELLOMT,45.755,-108.503,1,2.0
YIKIMWA,46.603,-120.508,18,3.5
YORCOPA,39.988,-76.664,673,9.0
YORCOSC,34.985,-81.204,2,2.0
YUBAJCA,39.141,-121.587,197,6.0
YUMHOLD,32.656,-114.612,2,2.0
