code,latitude,longitude,N,size
CCAHUTX,30.565,-97.42,514,9.0
CCASDCA,32.577,-116.915,693,9.0
CFREDVA,39.199,-78.146,0,2.0
CHACONY,42.255,-79.504,0,2.0
CHARLSC,32.859,-80.009,50,3.5
CHASEKS,38.375,-96.539,33,3.5
CHELAWA,47.423,-120.315,2,2.0
CHIPPMI,46.497,-84.346,44,3.5
CHRISMO,37.02,-93.206,19,3.5
CKHOSFL,25.731,-80.386,0,2.0
CLICONY,44.72,-73.468,13,3.5
CLINTPA,41.155,-77.337,88,3.5
CMPJVNY,42.913,-78.868,0,2.0
COBBJGA,33.909,-84.581,13,3.5
COCONAZ,35.188,-111.64,0,2.0
COLCASC,34.076,-80.98,20,3.5
COLLIFL,26.126,-81.766,7,2.0
COLUMOR,45.849,-122.819,0,2.0
COLUMPA,40.998,-76.451,19,3.5
COMFTFL,25.733,-80.383,2,2.0
CONCOCA,38.018,-122.133,9,2.0
CONEJCO,37.086,-106.005,1,2.0
CONWECA,37.994,-122.352,125,6.0
COSTACA,33.652,-117.912,2,2.0
COWJVWA,46.141,-122.918,1,2.0
CSCNWWA,47.25,-122.423,1249,12.0
CTLAFSL,41.761,-72.683,0,2.0
CTYORCI,41.323,-72.237,0,2.0
CUMBEME,43.651,-70.282,6,2.0
DAKOTNE,42.415,-96.419,4,2.0
DALHOLD,32.824,-96.872,12,3.5
DAVIDTN,36.186,-86.785,24,3.5
DEAPDMI,42.323,-83.173,12,3.5
DEKALAL,34.429,-85.76,71,3.5
DEKALGA,33.747,-84.312,0,2.0
DENCICO,39.737,-104.992,0,2.0
DENHOLD,39.784,-104.849,25,3.5
DENICDF,39.766,-104.865,444,6.0
DENVECO,39.767,-104.864,0,2.0
DEPCOGU,13.448,144.786,0,2.0
DEPYOGU,13.382,144.662,0,2.0
DETHOLD,42.409,-83.038,0,2.0
DOCORNE,41.253,-95.939,141,6.0
DODGEWI,43.407,-88.706,141,6.0
DORCHMD,38.548,-76.061,0,2.0
DOUGLCO,39.373,-104.86,1,2.0
DUVALFL,30.326,-81.65,0,2.0
DVDHOLD,39.155,-75.488,1,2.0
EAGLECO,39.663,-106.82,2,2.0
EAZ,32.818,-111.519,1554,15.0
ECC,32.803,-115.57,489,6.0
ECOLOWA,47.479,-122.284,0,2.0
ECTORTX,31.774,-102.367,0,2.0
ELGPDIL,42.04,-88.284,1,2.0
ELMORID,43.137,-115.673,9,2.0
ELPASCO,38.788,-104.779,132,6.0
ELZICDF,40.666,-74.19,249,6.0
EPC,31.796,-106.37,819,9.0
EPCJUVI,31.796,-106.37,0,2.0
ERICONY,42.887,-78.878,0,2.0
ERICOPA,42.125,-80.066,4,2.0
ESSEXMA,42.597,-70.987,0,2.0
ESSEXNJ,40.731,-74.136,500,6.0
ESSEXNY,44.282,-73.539,0,2.0
ETOWAAL,34.016,-86.012,372,6.0
EUGHOLD,44.052,-123.089,0,2.0
EULESTX,32.832,-97.094,8,2.0
FAICOVA,38.843,-77.309,0,2.0
FAULKAR,35.089,-92.443,0,2.0
FAYHOLD,36.105,-94.178,2,2.0
FLO,33.065,-111.379,422,6.0
FORSYNC,36.097,-80.243,2,2.0
FRACOVT,44.811,-73.08,0,2.0
FREDEMD,39.365,-77.415,51,3.5
FREEBMN,43.646,-93.368,97,3.5
FREHOLD,36.733,-119.785,11,3.5
FREMOCO,38.447,-105.183,4,2.0
FRMVLVA,37.32,-78.438,34,3.5
FSF,33.065,-111.379,199,6.0
GARVIOK,34.74,-97.222,11,3.5
GASTNNC,35.268,-81.182,3,2.0
GENESNY,42.999,-78.188,1,2.0
GFCORND,47.936,-97.056,16,3.5
GLADEFL,26.839,-81.124,419,6.0
GLEPDCA,34.147,-118.249,1,2.0
GRANTWA,47.322,-119.553,0,2.0
GRAYSKY,37.491,-86.258,0,2.0
GREENMA,42.596,-72.612,9,2.0
GUADATX,29.604,-97.97,0,2.0
GUDOCHG,13.476,144.751,10,2.0
HAILEID,43.665,-116.682,3,2.0
HALLJGA,34.243,-83.816,5,2.0
HARDJIA,42.36,-93.097,74,3.5
HARHOLD,41.651,-72.604,4,2.0
HASHENE,40.927,-98.328,61,3.5
HASKLTX,33.176,-99.722,505,9.0
HENDENC,35.315,-82.456,50,3.5
HERNAFL,28.484,-82.451,0,2.0
HICOJFL,27.958,-82.373,0,2.0
HILLCMT,48.553,-109.707,0,2.0
HLGHOLD,26.178,-97.714,13,3.5
HMCHOTX,26.158,-97.675,0,2.0
HOUHOLD,29.952,-95.311,33,3.5
HOUICDF,29.951,-95.312,911,9.0
HOWARMD,39.169,-76.782,39,3.5
HRREGVA,36.804,-76.368,313,6.0
HSF,26.181,-97.685,0,2.0
HUDSONJ,40.73,-74.103,397,6.0
INPHOLD,39.766,-86.154,1,2.0
IWAHOLD,33.418,-111.837,1,2.0
JACKSOR,42.322,-122.879,1,2.0
JAXHOLD,30.256,-81.59,0,2.0
JEFFECO,39.73,-105.204,0,2.0
JEFFEID,43.673,-111.911,3,2.0
JEFFEIL,38.315,-88.903,32,3.5
JEFFEKS,39.207,-95.311,0,2.0
JEFFEMT,46.236,-112.121,2,2.0
JEFFETX,30.079,-94.094,0,2.0
JENADLA,31.707,-92.151,1178,12.0
JENNIMO,38.711,-90.267,0,2.0
JMHOSFL,25.847,-80.306,1,2.0
JOHNSTX,32.375,-97.388,104,6.0
JOSEPOR,42.438,-123.319,4,2.0
KARNETX,28.883,-97.912,19,3.5
KENOSWI,42.593,-87.915,211,6.0
KERCOCA,35.653,-119.108,140,6.0
KLAMCOR,42.222,-121.749,1,2.0
KRO,25.76,-80.497,569,9.0
LACKAPA,41.422,-75.648,134,6.0
LANCACA,34.702,-118.233,1268,12.0
LANECOR,44.051,-123.09,0,2.0
LAPLACO,37.248,-107.879,1,2.0
LARCOWY,41.135,-104.82,0,2.0
LARIMCO,40.564,-105.032,1,2.0
LIMESTX,31.529,-96.512,0,2.0
LINCOMO,38.971,-90.963,11,3.5
LINNJIA,41.975,-91.67,15,3.5
LKLNDLA,31.34,-92.399,0,2.0
LONPDAR,34.542,-91.755,7,2.0
LOSCJCA,34.059,-118.231,1,2.0
LOSHOLD,34.054,-118.24,118,6.0
LRDICDF,27.529,-99.448,285,6.0
LRKNHFL,25.706,-80.293,2,2.0
LSFHOLD,26.075,-97.512,1,2.0
LUBBOTX,33.585,-101.843,2,2.0
LUNCONM,32.276,-107.777,0,2.0
LVGHOLD,36.058,-115.225,4,2.0
MABSHOS,41.947,-70.953,0,2.0
MACCOMI,42.613,-82.882,1,2.0
MADISID,43.827,-111.779,0,2.0
MADISNY,43.081,-75.707,0,2.0
MAHONOH,41.104,-80.655,0,2.0
MAPLEOH,41.415,-81.565,19,3.5
MARIOIN,39.766,-86.154,7,2.0
MATEWKS,42.613,-71.236,0,2.0
MATSHOS,41.901,-71.089,0,2.0
MCCDCTX,31.558,-97.134,0,2.0
MCFAJAZ,33.446,-112.078,2,2.0
MCHENIL,42.337,-88.443,221,6.0
MCMEDAZ,33.447,-112.059,0,2.0
MECKLNC,35.315,-80.841,49,3.5
MEDHOLD,42.325,-122.877,0,2.0
MEMHOLD,35.158,-89.883,5,2.0
MESJACO,39.069,-108.574,1,2.0
MIAHOLD,25.92,-80.155,3,2.0
MIDDLNJ,40.421,-74.489,0,2.0
MILLRAR,33.4,-94.023,8,2.0
MINICID,42.535,-113.792,8,2.0
MINNESD,43.578,-96.729,0,2.0
MISCOMO,36.923,-89.352,40,3.5
MISSOMT,46.883,-114.027,0,2.0
MOFFECO,40.507,-107.559,1,2.0
MONCJAL,32.379,-86.308,3,2.0
MONMONJ,40.268,-74.287,270,6.0
MONROFL,24.572,-81.749,33,3.5
MONROMI,41.894,-83.394,106,6.0
MONRONY,43.152,-77.614,0,2.0
MONTGMO,38.98,-91.504,30,3.5
MONTGPA,40.159,-75.422,3,2.0
MONTGTX,30.336,-95.448,348,6.0
MORGACO,40.251,-103.79,0,2.0
MORGNMO,38.432,-92.84,45,3.5
MOROWOH,40.56,-82.807,61,3.5
MOUNTND,48.321,-102.391,1,2.0
MSF,25.778,-80.193,1,2.0
MTPPDCA,34.059,-118.126,4,2.0
MUSIKCA,33.663,-117.701,20,3.5
MUSSEMT,46.45,-108.542,0,2.0
NASSAFL,30.611,-81.631,0,2.0
NATROWY,42.862,-106.345,2,2.0
NAVSOAZ,34.872,-110.155,0,2.0
NGDCTGA,34.295,-83.824,321,6.0
NIAGANY,43.18,-78.736,0,2.0
NOBLEMN,43.649,-95.593,6,2.0
NOJUVOR,45.61,-121.203,8,2.0
NOLVGNV,36.202,-115.12,153,6.0
NORCOOR,45.61,-121.203,6,2.0
NORFOMA,42.26,-71.209,47,3.5
NORHOLD,36.876,-76.223,0,2.0
NWREGVA,39.199,-78.146,0,2.0
NYCHOLD,40.64,-74.17,4,2.0
OAK,30.821,-92.641,0,2.0
OKANOWA,48.366,-119.582,0,2.0
OMAHOLD,41.281,-95.899,0,2.0
ONECONY,43.156,-75.377,0,2.0
ONONDNY,43.046,-76.146,0,2.0
ONTARNY,42.883,-77.212,2,2.0
ORANGFL,28.504,-81.416,0,2.0
ORANGNY,41.405,-74.357,105,6.0
ORLHOLD,28.427,-81.334,5,2.0
ORPARLA,29.961,-90.094,28,3.5
OTERONM,32.852,-106.008,1,2.0
OTROPNM,32.079,-106.278,0,2.0
OTRPCNM,32.08,-106.283,910,9.0
PALMBFL,26.673,-80.092,0,2.0
PAMREVA,37.752,-77.359,0,2.0
PARKJCO,39.218,-105.98,15,3.5
PASADCA,34.149,-118.145,4,2.0
PCSHOLD,31.398,-103.521,5,2.0
PENNISD,44.079,-103.221,1,2.0
PENOBME,44.801,-68.778,0,2.0
PERRYAL,32.634,-87.316,0,2.0
PHELPNE,40.439,-99.37,23,3.5
PHIHOLD,39.96,-75.165,6,2.0
PHOHOLD,33.471,-112.073,63,3.5
PIC,26.155,-97.338,640,9.0
PIKCOPA,41.389,-75.071,170,6.0
PINALAZ,33.041,-111.376,537,9.0
PINELFL,27.902,-82.706,1,2.0
PISCAME,45.183,-69.224,0,2.0
PLATTMO,39.19,-94.684,2,2.0
PLATTWY,42.055,-104.953,3,2.0
PLYMOMA,41.932,-70.651,285,6.0
PMHOSFL,25.885,-80.325,0,2.0
PMREGVA,37.321,-78.425,0,2.0
POLKCTX,30.698,-95.006,526,9.0
POLKJIA,41.654,-93.588,45,3.5
POMONCA,34.055,-117.754,3,2.0
PONDEMT,48.169,-111.947,0,2.0
POOHOLD,45.515,-122.676,11,3.5
POTTAIA,41.282,-95.867,37,3.5
PUEBLCO,38.276,-104.611,0,2.0
PWILLVA,38.752,-77.478,0,2.0
RAADCMN,44.956,-93.089,68,3.5
RAPPSVA,38.318,-77.472,306,6.0
RCMHOLD,37.542,-77.434,4,2.0
REHOSIL,41.865,-87.804,0,2.0
REJAITX,31.389,-103.527,0,2.0
RGS,26.155,-97.338,79,3.5
RICECKS,38.347,-98.224,18,3.5
RNDLLTX,35.116,-101.866,4,2.0
ROCKIIL,41.509,-90.581,2,2.0
ROCKIVA,38.45,-78.87,0,2.0
RONKEVA,37.271,-79.947,0,2.0
ROSEBMT,46.266,-106.673,1,2.0
RPCHOLD,44.099,-103.265,0,2.0
RRFINWA,47.451,-122.295,0,2.0
RSREGVA,37.295,-77.321,0,2.0
SAAHOLD,33.749,-117.875,28,3.5
SACHOLD,38.578,-121.5,12,3.5
SACITCA,33.75,-117.88,212,6.0
SACRACA,38.583,-121.497,90,3.5
SAJHOLD,18.407,-66.107,11,3.5
SANANCA,33.75,-117.881,0,2.0
SANJAIL,39.8,-89.643,0,2.0
SBDHOLD,34.101,-117.298,25,3.5
SBERNCA,34.102,-117.272,0,2.0
SCNORCA,37.352,-121.906,1,2.0
SCOTTMO,37.097,-89.564,7,2.0
SDHOSCA,32.619,-117.023,3,2.0
SEAHOLD,47.491,-122.291,10,2.0
SEBASAR,35.383,-94.425,11,3.5
SENECOH,41.08,-83.154,136,6.0
SFDHOLD,43.549,-96.724,1,2.0
SFRHOLD,37.796,-122.402,28,3.5
SHACOKS,39.048,-95.672,7,2.0
SHERBMN,45.304,-93.619,144,6.0
SHERIMT,48.778,-104.558,0,2.0
SLRDCAZ,32.498,-114.778,0,2.0
SLSLCUT,40.726,-111.917,0,2.0
SMARYMD,38.302,-76.629,0,2.0
SNAHOLD,29.522,-98.392,12,3.5
SNDHOLD,32.717,-117.165,28,3.5
SNJHOLD,37.239,-121.774,7,2.0
SOLONOH,41.391,-81.44,0,2.0
SOUTECO,37.133,-107.634,0,2.0
SPHOSCA,33.739,-118.307,1,2.0
SPMHOLD,44.86,-93.231,1,2.0
STCDFTX,28.895,-99.122,1688,15.0
STCLAMI,42.942,-82.481,23,3.5
STJOSCA,33.782,-117.864,0,2.0
STK,37.951,-121.29,6,2.0
STMRYIL,41.903,-87.683,0,2.0
STOPDIL,41.899,-87.884,0,2.0
STRAFNH,43.219,-70.939,20,3.5
STTCJVI,18.34,-64.928,1,2.0
STWRTGA,32.037,-84.772,1903,15.0
SUFFOMA,42.333,-71.071,250,6.0
SUMMIUT,40.721,-111.478,0,2.0
SUSSENJ,41.055,-74.767,26,3.5
SWEETWY,41.537,-109.301,1,2.0
TELLECO,38.942,-105.154,1,2.0
TEMPLCA,34.049,-118.234,0,2.0
TENSALA,31.809,-91.397,168,6.0
TETONWY,43.478,-110.76,0,2.0
TFALLID,42.558,-114.467,0,2.0
TLACYCA,33.783,-117.889,16,3.5
TNWESDF,35.409,-89.55,20,3.5
TOOLEMT,48.507,-111.856,0,2.0
TOORANM,34.767,-106.018,0,2.0
TRICOIL,37.272,-89.175,196,6.0
TUCHOLD,32.135,-110.926,19,3.5
TULCOOK,36.157,-95.999,108,6.0
UMATCOR,45.674,-118.849,0,2.0
UNIONNM,36.448,-103.191,0,2.0
USMSDFL,25.778,-80.195,0,2.0
USMVT,44.481,-73.214,0,2.0
UTAHCUT,40.148,-111.657,203,6.0
VALJUTX,29.356,-100.9,1,2.0
VALVETX,29.373,-100.848,21,3.5
VBHOSTX,26.175,-97.67,1,2.0
VENHOLD,34.206,-119.077,12,3.5
VENTUCA,34.268,-119.211,0,2.0
VIRBEVA,36.753,-76.06,0,2.0
VNBRNMI,42.233,-83.495,0,2.0
VRK,40.728,-74.006,35,3.5
VTDCORR,44.333,-72.752,0,2.0
VTSTALB,44.85,-73.132,0,2.0
WACLATX,29.424,-98.497,5,2.0
WAKECNC,35.778,-78.64,11,3.5
WAKULFL,30.196,-84.377,95,3.5
WASCONY,43.282,-73.587,2,2.0
WASHCUT,37.158,-113.412,17,3.5
WASHIAR,36.034,-94.177,0,2.0
WASHICO,40.158,-103.192,2,2.0
WASHOLD,38.881,-77.229,4,2.0
WASHONV,39.573,-119.811,21,3.5
WAYNEMI,42.388,-83.045,0,2.0
WAYNENY,43.067,-77.031,18,3.5
WBATOLA,30.501,-91.216,0,2.0
WCCBXTX,29.428,-98.508,0,2.0
WCCPBFL,26.275,-80.152,638,9.0
WCTHOLD,31.554,-97.134,2,2.0
WEBERUT,41.24,-111.993,76,3.5
WESHOLD,33.759,-117.992,114,6.0
WILLCTX,26.47,-97.762,1493,12.0
WILLITN,35.898,-86.885,0,2.0
WMHOSCA,34.051,-118.217,1,2.0
WMLNDPA,40.305,-79.545,0,2.0
WOAKSTX,29.711,-95.401,2,2.0
WORCEMD,38.17,-75.376,152,6.0
WSTMCCA,33.754,-117.833,1,2.0
WTXDFTX,31.167,-105.352,114,6.0
WVEASTR,39.438,-77.961,1,2.0
WVNORTH,39.923,-80.736,0,2.0
WVSCENT,38.312,-81.71,6,2.0
WYATTRI,41.893,-71.383,0,2.0
YAVAPAZ,34.542,-112.466,0,2.0
YAVCVAZ,34.611,-111.917,18,3.5
YELLOMT,45.755,-108.503,0,2.0
YIKIMWA,46.603,-120.508,6,2.0
YORCOPA,39.988,-76.664,893,9.0
YORCOSC,34.985,-81.204,25,3.5
YORKCME,43.454,-70.718,0,2.0
YUBAJCA,39.141,-121.587,254,6.0
YUMHOLD,32.656,-114.612,1,2.0
