code,latitude,longitude,N,size,N_min,N_max
FLO,33.064,-111.382,428.3,6.0,428.3,444.129
FORSYNC,36.097,-80.242,0.433,2.0,0.433,1.484
FRACOVT,44.811,-73.081,18.167,3.5,15.839,18.167
FREDEMD,39.366,-77.413,35.267,3.5,35.267,37.548
FREHOLD,36.733,-119.786,7.067,2.0,6.806,7.067
FREMOCO,38.446,-105.182,4.1,2.0,1.258,4.1
FSF,33.064,-111.379,249.467,6.0,249.467,296.935
GALLAMT,45.673,-111.06,0.067,2.0,0.067,0.067
GARVIOK,34.74,-97.222,20.7,3.5,18.194,20.7
GASTNNC,35.268,-81.184,2.133,2.0,2.133,2.613
GENESNY,43.008,-78.225,0.333,2.0,0.333,1.903
GFCORND,47.936,-97.058,46.2,3.5,37.29,46.2
GFJUVND,47.936,-97.058,0.033,2.0,0.033,0.033
GIJUVAZ,33.395,-110.771,0.0,2.0,0.065,0.065
GLADEFL,26.839,-81.124,399.4,6.0,398.0,399.4
GLEPDCA,34.147,-118.249,5.1,2.0,5.1,20.71
GOSHEWY,42.065,-104.182,0.033,2.0,0.033,0.033
GRANTWA,47.322,-119.554,1.3,2.0,1.3,1.71
GRAYSKY,37.489,-86.271,0.6,2.0,0.6,1.0
GREENMA,42.596,-72.613,55.5,3.5,55.5,75.839
GREENMO,37.218,-93.291,0.133,2.0,0.133,0.133
GUADATX,29.603,-97.97,0.4,2.0,0.4,0.4
GWINNGA,33.982,-83.977,0.0,2.0,0.419,0.419
HAILEID,43.665,-116.682,7.733,2.0,7.29,7.733
HALLJGA,34.239,-83.813,11.033,3.5,8.839,11.033
HARDJIA,42.36,-93.097,69.1,3.5,69.1,82.645
HARHOLD,41.761,-72.684,0.133,2.0,0.097,0.133
HASKLTX,33.177,-99.721,625.3,9.0,592.71,625.3
HENDENC,35.316,-82.456,17.833,3.5,6.129,17.833
HERNAFL,28.484,-82.451,213.2,6.0,213.2,241.355
HILLCMT,48.552,-109.707,0.467,2.0,0.129,0.467
HMCHOTX,26.157,-97.675,0.767,2.0,0.742,0.767
HOUHOLD,29.95,-95.313,41.533,3.5,41.533,50.71
HOUICDF,29.95,-95.312,900.633,9.0,900.633,963.968
HOWARMD,39.169,-76.782,36.167,3.5,36.167,38.0
HRREGVA,36.808,-76.364,278.2,6.0,278.2,285.065
HSF,26.181,-97.685,134.667,6.0,134.667,139.29
HUDSONJ,40.727,-74.106,339.6,6.0,337.226,339.6
JACKSOR,42.322,-122.878,1.467,2.0,0.935,1.467
JAXHOLD,30.257,-81.59,3.2,2.0,3.2,4.742
JEFFECO,39.731,-105.202,3.033,2.0,2.774,3.033
JEFFEID,43.679,-111.911,0.2,2.0,0.2,0.2
JEFFEKS,39.207,-95.312,3.2,2.0,3.2,3.2
JEFFEMT,46.235,-112.122,1.667,2.0,1.667,2.935
JEFFENY,43.973,-75.928,0.133,2.0,0.133,0.133
JEFFETX,30.079,-94.093,3.1,2.0,3.1,4.355
JENADLA,31.709,-92.151,1026.033,12.0,972.742,1026.033
JENNIMO,38.711,-90.267,0.1,2.0,0.1,0.1
JMHOSFL,25.792,-80.213,1.167,2.0,1.167,1.387
JOSEPOR,42.433,-123.304,8.6,2.0,7.516,8.6
KARNETX,28.884,-97.912,280.533,6.0,280.533,286.226
KENOSWI,42.594,-87.912,164.367,6.0,148.387,164.367
KERCOCA,35.51,-119.111,119.733,6.0,104.484,119.733
KITTIWA,46.997,-120.549,0.167,2.0,0.167,0.167
KLAMCOR,42.223,-121.75,1.033,2.0,0.935,1.033
KRHUBFL,25.795,-80.279,0.233,2.0,0.233,0.355
KRO,25.754,-80.489,663.367,9.0,663.367,732.613
LACKAPA,41.423,-75.648,101.833,6.0,101.833,151.806
LAKCOMT,47.692,-114.161,0.0,2.0,0.194,0.194
LANCACA,34.702,-118.235,1031.3,12.0,880.161,1031.3
LANECOR,44.052,-123.09,7.833,2.0,6.097,7.833
LARCOWY,41.135,-104.82,0.233,2.0,0.233,0.516
LARIMCO,40.564,-105.033,0.9,2.0,0.806,0.9
LEWISMT,46.586,-112.037,0.0,2.0,0.161,0.161
LIMESTX,31.525,-96.511,0.0,2.0,17.387,17.387
LKLNDLA,31.309,-92.409,1.0,2.0,1.0,1.0
LONPDAR,34.784,-91.902,1.667,2.0,1.667,2.871
LOSCJCA,34.059,-118.231,1.2,2.0,1.2,1.323
LOSHOLD,34.054,-118.24,131.067,6.0,131.067,214.968
LRDICDF,27.529,-99.448,350.767,6.0,350.767,367.419
LSFHOLD,26.076,-97.512,1.0,2.0,1.0,1.0
LSHOSMA,42.3,-71.102,0.4,2.0,0.4,0.4
LUBBOTX,33.585,-101.844,4.467,2.0,4.0,4.467
LVGHOLD,36.076,-115.102,1.633,2.0,1.484,1.633
MABSHOS,41.947,-70.952,1.0,2.0,0.129,1.0
MACCOMI,42.617,-82.889,6.067,2.0,5.226,6.067
MADISID,43.823,-111.792,1.2,2.0,1.129,1.2
MADISNY,43.081,-75.703,4.633,2.0,4.633,11.323
MAHONOH,41.104,-80.655,44.133,3.5,44.133,46.194
MAPLEOH,41.415,-81.565,20.567,3.5,20.567,22.29
MARIOIN,39.766,-86.153,7.233,2.0,7.233,11.065
MATSHOS,41.901,-71.089,1.0,2.0,0.032,1.0
MCCDCTX,31.558,-97.134,0.0,2.0,0.065,0.065
MCFAJAZ,33.446,-112.078,2.433,2.0,1.29,2.433
MCHENIL,42.341,-88.44,355.767,6.0,328.613,355.767
MCMEDAZ,33.447,-112.06,0.467,2.0,0.29,0.467
MEADESD,44.414,-103.516,0.067,2.0,0.067,0.067
MECKLNC,35.263,-80.854,137.267,6.0,119.29,137.267
MESJACO,39.069,-108.574,2.233,2.0,1.645,2.233
MIAHOLD,25.92,-80.155,8.967,2.0,8.29,8.967
MIDDLNJ,40.421,-74.489,140.667,6.0,140.667,171.677
MILLRAR,33.401,-94.022,14.833,3.5,14.833,24.806
MINICID,42.535,-113.791,0.2,2.0,0.2,0.2
MINNESD,43.553,-96.73,11.167,3.5,11.167,15.452
MISCOMO,36.924,-89.352,50.1,3.5,49.935,50.1
MISSOMT,46.883,-114.027,0.0,2.0,0.516,0.516
MOFFECO,40.512,-107.567,7.333,2.0,5.774,7.333
MONCJAL,32.352,-86.287,0.3,2.0,0.3,0.3
MONMONJ,40.268,-74.287,148.367,6.0,141.419,148.367
MONROFL,24.577,-81.751,47.167,3.5,46.677,47.167
MONROMI,41.896,-83.393,81.133,3.5,79.935,81.133
MONRONY,43.152,-77.614,0.0,2.0,1.387,1.387
MONTGMO,38.98,-91.505,39.4,3.5,39.4,41.71
MONTGPA,40.159,-75.423,0.167,2.0,0.167,0.581
MONTGTX,30.336,-95.453,243.033,6.0,230.129,243.033
MORGACO,40.252,-103.789,0.367,2.0,0.367,0.484
MORGNMO,38.432,-92.84,54.467,3.5,54.467,55.935
MOUNTND,48.321,-102.391,0.533,2.0,0.533,0.533
MTPPDCA,34.059,-118.126,12.133,3.5,12.133,16.29
NASSAFL,30.611,-81.631,5.167,2.0,5.167,15.419
NATROWY,42.863,-106.346,4.0,2.0,4.0,4.29
NAVSOAZ,34.87,-110.156,0.3,2.0,0.3,0.3
NIAGANY,43.18,-78.737,2.167,2.0,1.065,2.167
NIOBRWY,42.761,-104.451,0.0,2.0,0.065,0.065
NOBLEMN,43.648,-95.59,0.133,2.0,0.133,0.133
NOJUVOR,45.613,-121.201,8.333,2.0,8.333,9.129
NOLVGNV,36.202,-115.119,151.833,6.0,139.484,151.833
NORCOOR,45.613,-121.201,9.9,2.0,9.9,17.935
NORFOMA,42.26,-71.209,57.467,3.5,55.387,57.467
NWREGVA,39.199,-78.144,0.0,2.0,21.129,21.129
NYCHOLD,40.634,-73.931,17.267,3.5,17.267,22.871
OAK,30.832,-92.637,1.0,2.0,1.0,1.0
OAKHOLD,30.831,-92.65,0.0,2.0,0.129,0.129
OKANOWA,48.365,-119.582,1.167,2.0,0.323,1.167
OMAHOLD,41.282,-95.899,0.033,2.0,0.033,1.548
ONECONY,43.156,-75.377,0.133,2.0,0.133,1.097
ONONDNY,43.046,-76.146,12.133,3.5,11.258,12.133
ONTARNY,42.881,-77.213,5.733,2.0,5.733,5.839
ORANGFL,28.506,-81.414,2.967,2.0,2.967,4.194
ORANGNY,41.405,-74.359,100.767,6.0,100.767,108.419
ORLHOLD,28.428,-81.333,1.0,2.0,1.0,1.0
ORPARLA,29.959,-90.094,55.0,3.5,48.29,55.0
OTERONM,32.901,-105.96,0.567,2.0,0.032,0.567
OTROPNM,32.079,-106.278,0.0,2.0,0.032,0.032
OTRPCNM,32.08,-106.282,870.633,9.0,870.633,884.0
PALMBFL,26.67,-80.093,24.467,3.5,24.467,26.871
PAMREVA,37.76,-77.354,22.667,3.5,22.667,69.387
PARKJCO,39.224,-105.989,155.167,6.0,113.581,155.167
PASADCA,34.149,-118.145,22.1,3.5,22.1,42.484
PEMBIND,48.791,-97.626,0.033,2.0,0.033,0.033
PENNISD,44.079,-103.222,2.967,2.0,1.161,2.967
PENOBME,44.802,-68.773,0.0,2.0,0.161,0.161
PERRYAL,32.45,-87.492,339.833,6.0,322.839,339.833
PHELPNE,40.44,-99.371,38.133,3.5,36.355,38.133
PHIHOLD,39.96,-75.166,5.6,2.0,5.6,9.0
PHOHOLD,33.471,-112.073,80.167,3.5,80.167,92.097
PIC,26.155,-97.338,687.833,9.0,325.419,687.833
PIKCOPA,41.389,-75.071,129.7,6.0,129.7,134.581
PINALAZ,33.041,-111.376,537.967,9.0,537.967,554.419
PINELFL,27.903,-82.705,1.2,2.0,1.2,1.387
PISCAME,45.183,-69.224,0.833,2.0,0.226,0.833
PLATTMO,39.371,-94.78,8.133,2.0,6.323,8.133
PLATTWY,42.056,-104.952,1.733,2.0,0.452,1.733
PLYMOMA,41.931,-70.651,323.033,6.0,323.033,323.452
PMHOSFL,25.886,-80.326,0.6,2.0,0.29,0.6
PMREGVA,37.324,-78.429,310.1,6.0,310.1,312.645
POLKCTX,30.698,-95.006,862.067,9.0,802.871,862.067
POLKJIA,41.654,-93.588,43.167,3.5,43.167,48.29
POMONCA,34.054,-117.754,7.267,2.0,7.267,8.516
POOHOLD,45.515,-122.676,7.033,2.0,4.806,7.033
POTTAIA,41.284,-95.865,53.2,3.5,53.2,53.71
PROWECO,38.086,-102.618,0.067,2.0,0.067,0.067
PUEBLCO,38.275,-104.611,0.633,2.0,0.633,0.645
PWILLVA,38.752,-77.48,0.0,2.0,0.065,0.065
RAADCMN,44.956,-93.086,66.567,3.5,66.567,72.677
REDETTX,31.399,-103.511,0.0,2.0,0.065,0.065
REHOSIL,41.865,-87.828,1.333,2.0,1.29,1.333
REJAITX,31.391,-103.533,4.767,2.0,4.767,6.516
RICECKS,38.348,-98.206,15.967,3.5,15.967,21.29
RNDLLTX,35.117,-101.868,59.833,3.5,59.833,72.742
ROCKIIL,41.509,-90.581,0.067,2.0,0.067,0.387
ROCKINH,43.014,-71.051,0.2,2.0,0.097,0.2
ROCKIVA,38.449,-78.871,0.0,2.0,0.097,0.097
RONKEVA,37.271,-79.947,0.2,2.0,0.2,0.2
ROSEBMT,46.266,-106.674,0.0,2.0,0.129,0.129
RSREGVA,37.307,-77.341,77.133,3.5,77.133,106.774
SAAHOLD,33.748,-117.875,35.333,3.5,35.333,37.0
SACHOLD,38.578,-121.5,18.267,3.5,16.323,18.267
SACITCA,33.75,-117.88,53.733,3.5,53.733,67.968
SACRACA,38.583,-121.498,27.133,3.5,27.133,31.065
SAJHOLD,18.408,-66.107,18.267,3.5,17.258,18.267
SANANCA,33.75,-117.88,107.7,6.0,107.7,120.226
SANJAIL,39.8,-89.643,0.1,2.0,0.1,0.516
SARJUNE,41.141,-96.039,0.067,2.0,0.067,0.194
SBDHOLD,34.101,-117.297,15.867,3.5,0.065,15.867
SBERNCA,34.102,-117.274,4.867,2.0,4.867,24.484
SCNORCA,37.351,-121.906,146.133,6.0,146.133,172.516
SDHOSCA,32.619,-117.022,5.367,2.0,5.367,5.548
SEAHOLD,47.49,-122.291,8.933,2.0,8.933,10.129
SEBASAR,35.383,-94.425,10.067,3.5,10.067,10.419
SENECOH,41.079,-83.154,110.033,6.0,110.033,117.323
SFRHOLD,37.796,-122.401,19.533,3.5,19.533,20.29
SHACOKS,39.047,-95.669,8.333,2.0,8.333,8.935
SHAJUKS,39.04,-95.636,0.1,2.0,0.1,0.1
SHERBMN,45.305,-93.619,133.567,6.0,133.567,134.742
SHERIMT,48.778,-104.556,0.267,2.0,0.267,0.267
SITKAAK,57.053,-135.334,0.067,2.0,0.067,0.067
SLRDCAZ,32.484,-114.685,1.067,2.0,0.097,1.067
SLSLCUT,40.697,-111.916,3.067,2.0,3.067,3.258
SMARYMD,38.303,-76.628,1.167,2.0,1.167,8.065
SNDCOCA,32.59,-116.92,0.067,2.0,0.067,0.067
SNDHOLD,32.717,-117.165,27.867,3.5,27.867,36.161
SNJHOLD,37.308,-121.868,0.033,2.0,0.033,0.033
SOLONOH,41.388,-81.444,3.633,2.0,1.774,3.633
SOMERME,44.793,-69.727,0.0,2.0,0.032,0.032
SOUTECO,37.134,-107.633,1.733,2.0,1.581,1.733
SPHOSCA,33.738,-118.305,0.833,2.0,0.833,0.935
SPMHOLD,44.86,-93.23,0.5,2.0,0.419,0.5
SRJDFID,42.544,-114.433,0.1,2.0,0.1,0.1
STCDFTX,28.895,-99.121,1610.367,15.0,1610.367,1653.935
STCLAMI,42.942,-82.479,31.767,3.5,30.452,31.767
STEUBNY,42.35,-77.296,0.233,2.0,0.233,0.29
STJOSCA,33.781,-117.864,0.033,2.0,0.033,0.033
STMRYIL,41.903,-87.684,0.0,2.0,0.323,0.323
STRAFNH,43.218,-70.94,26.733,3.5,26.733,37.0
STTCJVI,38.795,-106.535,0.0,2.0,0.29,0.29
STWRTGA,32.037,-84.772,1872.3,15.0,1734.419,1872.3
SUFFOMA,42.334,-71.068,248.233,6.0,248.233,253.645
SUMMIUT,40.723,-111.482,3.0,2.0,3.0,5.71
SUNNYWA,46.328,-120.024,0.067,2.0,0.067,0.29
SUSSENJ,41.057,-74.759,24.933,3.5,24.933,26.677
SWEETWY,41.598,-109.241,0.2,2.0,0.2,0.806
TELLECO,38.943,-105.151,74.5,3.5,70.129,74.5
TENSALA,31.809,-91.397,273.2,6.0,273.2,361.097
TETONWY,43.478,-110.76,1.8,2.0,1.452,1.8
TFALLID,42.559,-114.467,15.933,3.5,15.933,16.484
TGREETX,31.464,-100.44,0.0,2.0,0.226,0.226
TNWESDF,35.407,-89.549,13.433,3.5,13.433,23.0
TOOLEMT,48.507,-111.856,2.0,2.0,0.355,2.0
TOORANM,34.758,-106.056,147.1,6.0,146.258,147.1
TRICOIL,37.269,-89.164,187.433,6.0,187.433,191.581
TUCHOLD,32.136,-110.925,14.5,3.5,14.5,15.677
TULCOOK,36.157,-96.001,175.2,6.0,165.258,175.2
UMATCOR,45.674,-118.843,0.4,2.0,0.4,0.4
UTAHCUT,40.149,-111.659,82.667,3.5,82.667,86.806
VBHOSTX,26.174,-97.67,0.0,2.0,0.258,0.258
VENHOLD,34.206,-119.077,13.567,3.5,12.871,13.567
VIRBEVA,36.753,-76.061,2.167,2.0,2.167,46.806
VNBRNMI,42.232,-83.494,1.0,2.0,1.0,1.0
VRK,40.728,-74.006,261.2,6.0,261.2,282.226
VTDCORR,44.332,-72.755,4.2,2.0,4.2,4.452
VTSTALB,44.85,-73.133,1.0,2.0,1.0,1.129
WACLATX,29.423,-98.497,5.967,2.0,5.967,41.065
WAKECNC,35.776,-78.641,18.6,3.5,18.6,19.226
WAKULFL,30.197,-84.377,125.233,6.0,115.194,125.233
WASCONY,43.289,-73.589,6.633,2.0,5.161,6.633
WASHCUT,37.156,-113.41,13.033,3.5,8.129,13.033
WASHIAR,36.033,-94.177,15.933,3.5,15.933,21.129
WASHICO,40.157,-103.193,1.767,2.0,1.767,7.613
WASHIME,44.716,-67.459,0.0,2.0,0.161,0.161
WASHOLD,38.881,-77.233,1.967,2.0,1.967,4.484
WASHONV,39.571,-119.811,17.733,3.5,16.968,17.733
WASHTMI,42.256,-83.679,0.0,2.0,0.065,0.065
WAYNEMI,42.389,-83.043,44.867,3.5,44.867,75.097
WAYNENY,43.067,-77.032,11.233,3.5,11.233,24.871
WBATOLA,30.501,-91.214,6.567,2.0,0.774,6.567
WCCBXTX,29.429,-98.508,1.033,2.0,0.194,1.033
WCCPBFL,26.277,-80.151,576.2,9.0,575.032,576.2
WEBERUT,41.24,-111.993,98.967,3.5,87.452,98.967
WILLCTX,26.47,-97.759,1459.367,12.0,1215.484,1459.367
WILLITN,35.9,-86.885,0.0,2.0,0.161,0.161
WILLITX,30.639,-97.679,0.0,2.0,0.484,0.484
WMHOSCA,34.049,-118.218,0.2,2.0,0.2,0.71
WMLNDPA,40.303,-79.545,0.0,2.0,0.065,0.065
WOAKSTX,29.715,-95.438,1.1,2.0,0.419,1.1
WORCEMD,38.17,-75.376,66.0,3.5,65.0,66.0
WVNORTH,39.908,-80.731,0.0,2.0,0.129,0.129
WVREGWV,38.351,-81.639,0.0,2.0,0.129,0.129
WVSCENT,38.311,-81.71,13.033,3.5,13.033,14.032
WYATTRI,41.892,-71.384,170.6,6.0,170.6,185.71
YAVAPAZ,34.541,-112.466,0.0,2.0,0.032,0.032
YAVCVAZ,34.611,-111.918,0.533,2.0,0.533,0.677
YELLOMT,45.756,-108.501,1.4,2.0,1.4,1.581
YIKIMWA,46.604,-120.508,18.5,3.5,18.5,21.516
YORCOPA,39.987,-76.661,673.433,9.0,673.433,694.097
YORCOSC,34.982,-81.2,2.1,2.0,2.1,2.323
YUBAJCA,39.141,-121.587,197.333,6.0,192.903,197.333
YUMHOLD,32.657,-114.612,1.6,2.0,1.6,2.548
