code,latitude,longitude,N,size,N_min,N_max
CASSCNE,41.012,-95.883,12.774,3.5,11.516,42.452
CASSJCA,32.75,-117.145,0.0,2.0,0.032,0.032
CATTANY,42.252,-78.8,0.0,2.0,0.065,1.194
CAWVALL,34.081,-117.529,0.0,2.0,0.032,0.067
CAYUGNY,42.98,-76.543,0.097,2.0,0.032,0.333
CBENDTX,27.737,-97.755,473.0,6.0,279.194,858.742
CBRRSNC,35.409,-80.578,0.677,2.0,0.032,3.433
CCADCAZ,33.044,-111.377,33.613,3.5,30.267,594.355
CCAFLAZ,33.043,-111.372,302.484,6.0,179.903,359.833
CCAHUTX,30.565,-97.419,474.871,6.0,137.067,527.433
CCASDCA,32.576,-116.915,629.742,9.0,619.29,702.267
CEMEDFL,25.788,-80.216,0.0,2.0,0.067,0.452
CENTRWV,38.699,-80.662,0.0,2.0,0.129,0.129
CFREDVA,39.199,-78.144,0.0,2.0,0.968,0.968
CGRMCAZ,32.872,-111.74,0.0,2.0,0.032,0.1
CHACONY,42.255,-79.504,3.097,2.0,0.032,14.433
CHAHOLD,18.34,-64.927,0.065,2.0,0.032,7.033
CHARLSC,32.845,-80.014,18.903,3.5,1.0,133.968
CHASEKS,38.368,-96.539,51.097,3.5,16.433,51.097
CHATHGA,32.067,-81.169,0.0,2.0,0.032,0.033
CHELAWA,47.422,-120.315,0.0,2.0,0.065,6.645
CHEMUNY,42.091,-76.801,0.0,2.0,0.033,0.033
CHENANY,42.531,-75.524,0.0,2.0,0.065,0.065
CHEROOK,35.914,-94.973,0.0,2.0,0.032,0.032
CHIHOLD,41.975,-87.89,14.677,3.5,0.032,27.9
CHIPPMI,46.497,-84.346,9.968,2.0,9.968,54.742
CHRISMO,37.02,-93.205,7.581,2.0,7.29,31.7
CHYHOLD,41.137,-104.82,0.323,2.0,0.033,1.032
CITRUFL,28.845,-82.477,0.0,2.0,0.032,0.032
CKHOSFL,25.731,-80.386,0.774,2.0,0.129,3.5
CLARIPA,41.238,-79.423,0.0,2.0,0.129,0.129
CLARKWA,45.63,-122.679,0.0,2.0,0.033,0.033
CLAYCIN,39.524,-87.119,31.161,3.5,3.71,32.806
CLEHOLD,41.505,-81.692,0.0,2.0,0.032,0.767
CLICONY,44.721,-73.467,5.323,2.0,2.0,25.806
CLINTPA,41.151,-77.35,19.742,3.5,8.667,178.645
CLTHOLD,35.223,-80.837,0.0,2.0,0.032,8.129
CMPJVNY,42.913,-78.868,0.0,2.0,0.032,0.7
CNGHOLD,35.106,-85.299,0.0,2.0,0.233,0.233
COBBJGA,33.908,-84.577,2.032,2.0,0.452,31.467
COCHIAZ,31.433,-109.871,0.0,2.0,0.032,0.3
COCONAZ,35.187,-111.64,0.0,2.0,0.032,1.367
COLCASC,34.08,-80.977,0.0,2.0,0.032,39.433
COLLIFL,26.128,-81.765,9.581,2.0,2.767,29.75
COLOMNY,42.249,-73.756,0.0,2.0,0.065,0.071
COLUMOR,45.848,-122.819,6.645,2.0,0.067,43.677
COLUMPA,40.998,-76.45,0.0,2.0,0.161,38.29
COMFTFL,25.733,-80.383,0.903,2.0,0.033,1.839
CONCOCA,38.018,-122.133,0.065,2.0,0.032,13.5
CONCOLA,31.597,-91.558,0.0,2.0,0.032,0.032
CONEJCO,37.167,-106.0,0.71,2.0,0.167,3.333
CONVEWY,42.76,-105.381,0.0,2.0,0.033,0.233
CONWECA,37.995,-122.354,191.226,6.0,70.033,220.267
COOSCOR,43.177,-124.186,0.226,2.0,0.033,0.548
COSTACA,33.652,-117.912,0.0,2.0,0.032,4.607
COWJVWA,46.141,-122.92,0.0,2.0,0.067,2.839
CRGHOLD,40.514,-107.545,0.419,2.0,0.065,2.483
CRIHOLD,41.975,-91.669,0.129,2.0,0.032,1.107
CROWGMN,46.357,-94.205,0.0,2.0,0.355,1.71
CRTOSCA,33.884,-118.103,0.0,2.0,0.071,0.071
CRYCCTX,28.747,-99.844,10.129,3.5,9.0,382.867
CSCNWWA,47.25,-122.422,1307.419,12.0,699.387,1499.968
CSPHOLD,42.852,-106.324,0.032,2.0,0.032,0.968
CSYJVNY,43.097,-79.054,0.0,2.0,0.032,0.226
CTLAFSL,41.761,-72.683,0.0,2.0,0.033,4.742
CTYORCI,41.323,-72.237,0.0,2.0,0.2,14.867
CULPEVA,38.474,-77.997,0.0,2.0,0.032,0.032
CUMBEME,43.651,-70.282,2.29,2.0,0.167,50.0
CURRYNM,34.406,-103.206,0.0,2.0,0.032,0.032
CUSTEMT,46.408,-105.845,0.0,2.0,0.194,0.194
CVREGVA,38.227,-78.117,0.0,2.0,0.097,0.097
DAKOTNE,42.416,-96.42,1.71,2.0,0.677,5.9
DALHOLD,32.824,-96.872,36.484,3.5,5.323,42.839
DAVIDTN,36.157,-86.772,6.452,2.0,5.767,62.29
DAWSOMT,47.105,-104.716,0.0,2.0,0.065,0.323
DCDOCDC,38.918,-77.032,0.0,2.0,0.032,0.133
DEAPDMI,42.314,-83.2,6.742,2.0,4.29,16.226
DEKALAL,34.418,-85.773,32.516,3.5,7.903,79.067
DEKALGA,33.776,-84.244,0.0,2.0,0.032,0.742
DELTACO,38.74,-108.072,0.0,2.0,0.065,0.071
DENCICO,39.738,-104.991,0.0,2.0,0.065,2.032
DENHOLD,39.784,-104.849,5.581,2.0,5.533,30.774
DENICDF,39.761,-104.849,396.161,6.0,386.8,444.161
DENVECO,39.768,-104.864,0.032,2.0,0.032,4.935
DEPCOGU,13.45,144.803,0.0,2.0,0.516,42.226
DEPYOGU,13.466,144.801,0.0,2.0,0.032,1.0
DETHOLD,42.343,-83.01,0.0,2.0,0.032,2.033
DHDFNJ,40.718,-74.128,317.258,6.0,0.097,424.839
DLAMOCA,33.81,-118.343,0.0,2.0,0.032,0.032
DLRHOLD,29.393,-100.899,0.0,2.0,0.065,0.533
DOCORNE,41.253,-95.938,55.742,3.5,47.194,154.767
DODGEWI,43.407,-88.706,172.71,6.0,127.967,277.742
DORCHMD,38.548,-76.059,0.0,2.0,2.667,36.387
DOUGLCO,39.367,-104.863,0.0,2.0,0.065,1.806
DOUGLOR,43.211,-123.341,0.0,2.0,0.033,0.323
DRURYCO,39.775,-104.846,0.0,2.0,0.032,2.0
DSMHOLD,41.586,-93.624,0.0,2.0,0.032,0.433
DUPAGIL,41.869,-88.141,0.0,2.0,0.032,0.032
DURHOLD,37.237,-107.874,0.0,2.0,0.032,0.323
DUTCHAK,53.871,-166.542,0.0,2.0,0.226,0.484
DUVALFL,30.326,-81.651,0.0,2.0,0.8,12.032
DVDHOLD,39.154,-75.488,0.742,2.0,0.464,3.032
EAGLECO,39.663,-106.818,0.0,2.0,0.032,6.167
EAZ,32.818,-111.52,1405.161,12.0,1405.161,1554.067
ECC,32.803,-115.569,446.613,6.0,365.581,562.733
ECMCBNY,42.927,-78.832,0.0,2.0,0.29,0.29
ECOLOWA,47.479,-122.284,0.0,2.0,0.065,0.516
ECTORTX,31.821,-102.36,0.0,2.0,0.032,0.935
EDCHOLD,31.217,-99.834,5.0,2.0,2.4,6.29
EDDCONM,32.422,-104.227,0.0,2.0,0.032,0.129
EDENDTX,31.217,-99.834,0.0,2.0,0.032,0.357
EHDLGTX,26.296,-97.918,87.355,3.5,1.806,661.839
EIRHONY,42.884,-78.879,0.0,2.0,0.387,0.387
ELBERCO,39.342,-104.464,0.0,2.0,0.065,0.065
ELGPDIL,42.04,-88.284,2.226,2.0,0.29,5.067
ELMORID,43.137,-115.673,5.71,2.0,0.967,21.742
ELPASCO,38.788,-104.779,53.452,3.5,15.241,182.933
ELZICDF,40.666,-74.19,268.968,6.0,139.032,312.4
EMBSYCO,39.778,-104.865,0.0,2.0,0.065,0.1
EMESACA,32.591,-116.918,0.0,2.0,0.032,0.067
EPC,31.794,-106.369,670.194,9.0,505.613,984.71
EPCJUVI,31.794,-106.369,0.0,2.0,0.065,2.0
ERICONY,42.884,-78.879,0.0,2.0,0.133,0.581
ERICOPA,42.124,-80.067,0.032,2.0,0.032,14.032
ESSEXMA,42.597,-70.986,0.0,2.0,0.214,32.467
ESSEXNJ,40.721,-74.127,467.032,6.0,219.484,687.9
ESSEXNY,44.282,-73.536,0.0,2.0,0.032,4.367
ETOWAAL,34.017,-86.012,263.968,6.0,263.968,381.033
ETWHOLD,34.017,-86.012,0.0,2.0,1.333,1.333
EUGHOLD,44.052,-123.089,1.323,2.0,0.167,2.0
EULESTX,32.829,-97.102,25.774,3.5,5.806,54.0
FAICOVA,38.844,-77.309,0.258,2.0,0.032,2.233
FAULKAR,35.089,-92.444,0.0,2.0,0.645,4.645
FAULKSD,45.034,-99.127,0.0,2.0,0.065,0.065
FAYHOLD,35.998,-94.09,0.0,2.0,0.032,2.533
FERRYWA,48.65,-118.734,0.0,2.0,0.032,0.133
FLATHMT,48.189,-114.311,0.0,2.0,0.065,0.387
FLO,33.064,-111.382,413.839,6.0,335.387,507.0
FORSYNC,36.097,-80.242,1.806,2.0,0.032,3.3
FRACOVT,44.811,-73.081,0.0,2.0,12.581,20.935
FRANKWA,46.237,-119.096,0.0,2.0,0.323,0.323
FREDEMD,39.366,-77.413,46.806,3.5,22.467,60.733
FREEBMN,43.646,-93.368,38.452,3.5,0.774,103.4
FREHOLD,36.733,-119.786,6.935,2.0,5.968,17.806
FREMOCO,38.446,-105.182,1.935,2.0,0.233,18.29
FREMOWY,42.836,-108.726,0.0,2.0,0.129,0.129
FRMVLVA,37.324,-78.437,505.452,9.0,33.677,555.71
FSAHOLD,35.335,-94.389,0.065,2.0,0.032,0.161
FSF,33.064,-111.379,240.194,6.0,168.548,472.3
GALLAMT,45.673,-111.06,0.0,2.0,0.065,0.323
GARVIOK,34.74,-97.222,4.548,2.0,0.071,22.903
GASTNNC,35.268,-81.184,0.516,2.0,0.032,5.433
GEAUGOH,41.505,-81.192,28.839,3.5,6.226,58.29
GENESNY,43.008,-78.225,0.0,2.0,0.065,2.129
GFCORND,47.936,-97.058,1.806,2.0,1.806,50.806
GFJUVND,47.936,-97.058,0.0,2.0,0.033,0.387
GIJUVAZ,33.395,-110.771,0.0,2.0,0.032,0.065
GJCHOLD,39.087,-108.586,0.161,2.0,0.133,2.613
GLADEFL,26.839,-81.124,142.806,6.0,142.806,479.258
GLEPDCA,34.147,-118.249,0.355,2.0,0.033,31.964
GLOUCNJ,39.84,-75.15,0.0,2.0,0.033,0.033
GOSHEWY,42.065,-104.182,0.0,2.0,0.033,0.033
GRANTOR,44.39,-118.95,0.0,2.0,0.036,0.419
GRANTWA,47.322,-119.554,0.0,2.0,0.065,1.71
GRAYSKY,37.489,-86.271,2.0,2.0,0.065,14.867
GREENMA,42.596,-72.613,74.484,3.5,0.067,91.8
GREENMO,37.218,-93.291,0.032,2.0,0.032,0.133
GRFHOLD,47.924,-97.035,0.0,2.0,0.032,0.419
GRIHOLD,40.924,-98.343,0.194,2.0,0.032,1.355
GRYDCKY,37.489,-86.271,0.0,2.0,0.806,17.0
GSCHOLD,39.558,-107.358,0.29,2.0,0.29,3.2
GUADATX,29.603,-97.97,0.0,2.0,0.032,1.0
GUDOCHG,13.474,144.751,10.645,3.5,0.355,23.645
GWINNGA,33.982,-83.977,0.0,2.0,0.032,0.419
HAILEID,43.665,-116.682,0.129,2.0,0.067,8.806
HALLJGA,34.239,-83.813,3.032,2.0,1.7,16.194
HARDJIA,42.36,-93.097,25.516,3.5,24.867,83.7
HARFOCT,41.794,-72.662,0.0,2.0,0.032,0.034
HARHOLD,41.761,-72.684,1.097,2.0,0.097,5.774
HARRIGA,32.758,-84.875,0.0,2.0,0.032,0.032
HASHENE,40.928,-98.327,32.935,3.5,19.677,99.6
HASKLTX,33.177,-99.721,438.742,6.0,421.355,625.3
HBGHOLD,38.427,-78.85,0.097,2.0,0.032,2.7
HELHOLD,46.594,-111.972,0.0,2.0,0.194,0.387
HENDENC,35.316,-82.456,8.935,2.0,6.129,50.032
HENDENV,36.031,-114.979,225.516,6.0,64.429,298.839
HERNAFL,28.484,-82.451,0.0,2.0,114.645,241.355
HICOJFL,27.959,-82.372,0.0,2.0,0.645,0.929
HIDALTX,26.274,-98.153,0.0,2.0,0.032,1.0
HILLCMT,48.552,-109.707,0.0,2.0,0.065,3.4
HLGHOLD,26.178,-97.714,88.968,3.5,0.032,140.613
HMCHOTX,26.157,-97.675,0.032,2.0,0.032,2.7
HOKLYTX,33.578,-102.379,0.0,2.0,0.032,0.032
HOTELMA,42.387,-71.016,0.0,2.0,0.067,0.067
HOUHOLD,29.95,-95.313,26.194,3.5,21.194,57.633
HOUICDF,29.95,-95.312,935.871,9.0,853.3,1023.645
HOWARMD,39.169,-76.782,66.032,3.5,22.548,102.6
HRREGVA,36.808,-76.364,1.839,2.0,1.839,452.967
HSF,26.181,-97.685,0.0,2.0,0.032,147.452
HUDSONJ,40.727,-74.106,459.548,6.0,267.258,493.871
IMPCOCA,32.748,-115.563,0.032,2.0,0.032,0.065
INDCMIC,39.768,-86.165,0.0,2.0,0.097,0.097
INPHOLD,39.766,-86.153,3.645,2.0,0.633,9.548
IRWINGA,31.58,-83.255,411.419,6.0,1.516,420.129
ISHOSNY,40.734,-73.981,0.0,2.0,0.065,0.323
IWAHOLD,33.418,-111.837,7.387,2.0,0.29,20.3
JACKSOR,42.322,-122.878,0.323,2.0,0.065,1.567
JAJUVOR,42.321,-122.878,0.0,2.0,0.067,0.133
JAXHOLD,30.257,-81.59,0.0,2.0,0.032,11.2
JEFFECO,39.731,-105.202,0.0,2.0,1.429,3.8
JEFFEID,43.679,-111.911,2.935,2.0,0.161,8.133
JEFFEIL,38.314,-88.903,0.0,2.0,0.032,150.032
JEFFEKS,39.207,-95.312,0.0,2.0,3.2,3.2
JEFFEMT,46.235,-112.122,0.0,2.0,0.065,3.633
JEFFENY,43.973,-75.928,0.0,2.0,0.065,0.133
JEFFETX,30.079,-94.093,0.0,2.0,0.032,7.767
JENADLA,31.709,-92.151,937.161,9.0,535.452,1234.233
JENNIMO,38.711,-90.267,0.0,2.0,0.065,0.774
JHALLCA,32.794,-117.154,0.0,2.0,0.065,0.133
JHRWLTX,31.549,-97.081,42.29,3.5,0.034,326.133
JMHOSFL,25.792,-80.213,0.0,2.0,0.032,2.267
JOHNSTX,32.375,-97.39,196.065,6.0,62.032,304.567
JOSEPOR,42.433,-123.304,8.548,2.0,3.29,14.258
KANHOLD,39.269,-94.676,0.29,2.0,0.143,2.129
KARNETX,28.884,-97.912,9.0,2.0,3.484,440.933
KCCDCTX,28.87,-97.901,586.065,9.0,1.0,620.933
KCHOSNY,40.656,-73.943,0.0,2.0,0.032,1.0
KENOSWI,42.594,-87.912,182.903,6.0,109.643,229.6
KENTCMI,42.976,-85.632,0.129,2.0,0.065,2.032
KERCOCA,35.51,-119.111,1.0,2.0,1.0,159.333
KINNETX,29.312,-100.418,0.0,2.0,0.065,0.067
KITTIWA,46.997,-120.549,0.0,2.0,0.032,0.167
KLAMCOR,42.223,-121.75,0.0,2.0,0.065,2.0
KNXHOLD,35.961,-83.917,0.0,2.0,0.567,0.567
KODIAAK,57.805,-152.373,0.0,2.0,0.032,0.161
KOOTEID,47.721,-116.786,0.0,2.0,0.033,0.226
KRHUBFL,25.795,-80.279,2.903,2.0,0.032,9.161
KRO,25.754,-80.489,562.129,9.0,428.107,732.613
LACKAPA,41.423,-75.648,0.0,2.0,31.733,193.194
LAKCOMT,47.692,-114.161,0.0,2.0,0.065,0.194
LANCACA,34.702,-118.235,0.0,2.0,0.032,1372.3
LANECOR,44.052,-123.09,0.0,2.0,0.032,7.833
LAPAZAZ,34.146,-114.29,5.0,2.0,0.097,5.0
LAPLACO,37.248,-107.879,0.161,2.0,0.065,2.581
LARCOWY,41.135,-104.82,0.0,2.0,0.097,1.032
LARIMCO,40.564,-105.033,0.0,2.0,0.065,1.333
LASANCO,37.183,-104.485,0.0,2.0,0.133,0.133
LASWOCA,32.844,-116.973,0.0,2.0,0.032,0.065
LAWREPA,41.0,-80.337,0.0,2.0,0.065,0.194
LAWRESD,44.374,-103.73,0.0,2.0,0.323,0.333
LBKHOLD,33.584,-101.845,1.065,2.0,0.419,1.645
LDFHOLD,40.398,-105.072,0.355,2.0,0.161,0.774
LEACONM,32.961,-103.343,0.0,2.0,0.032,0.032
LEWISMT,46.586,-112.037,0.0,2.0,0.032,0.367
LEWISNY,43.778,-75.5,0.0,2.0,0.065,0.065
LEXINSC,33.979,-81.251,3.871,2.0,3.452,9.5
LIMESTX,31.525,-96.511,0.0,2.0,0.032,433.467
LINCOMO,38.972,-90.963,7.903,2.0,0.29,14.29
LINNCOR,44.63,-123.097,0.0,2.0,0.032,0.143
LINNJIA,41.975,-91.669,5.097,2.0,1.516,23.452
LIVINNY,42.802,-77.816,0.0,2.0,0.067,0.067
LKLNDLA,31.309,-92.409,0.0,2.0,0.033,1.0
LONPDAR,34.784,-91.902,1.742,2.0,0.258,9.097
LOSCJCA,34.059,-118.231,1.194,2.0,0.032,40.839
LOSHOLD,34.054,-118.24,87.355,3.5,63.097,214.968
LOUCOVA,39.075,-77.545,0.0,2.0,0.032,0.161
LOUHOLD,38.253,-85.761,0.129,2.0,0.032,0.129
LOYMCIL,41.86,-87.835,0.0,2.0,0.033,0.581
LRAHOLD,34.724,-92.308,0.194,2.0,0.032,0.71
LRDHOLD,27.529,-99.448,19.613,3.5,12.484,32.645
LRDICDF,27.529,-99.448,212.452,6.0,139.867,404.967
LRKNHFL,25.706,-80.291,9.774,2.0,0.097,13.839
LSFHOLD,26.076,-97.512,7.419,2.0,1.0,133.129
LSHOSMA,42.3,-71.102,0.0,2.0,0.032,1.0
LSRDCTX,28.046,-99.336,0.484,2.0,0.484,227.8
LUBBOTX,33.585,-101.844,1.258,2.0,0.097,5.258
LUNCONM,32.277,-107.737,0.0,2.0,0.033,0.516
LVGHOLD,36.076,-115.102,3.774,2.0,1.233,16.333
MABSHOS,41.947,-70.952,0.0,2.0,0.032,2.613
MACCOMI,42.617,-82.889,0.0,2.0,0.032,10.929
MADISID,43.823,-111.792,0.0,2.0,0.065,2.258
MADISNY,43.081,-75.703,0.0,2.0,0.065,11.323
MAHONOH,41.104,-80.655,0.0,2.0,0.133,46.194
MANHOLD,42.998,-71.466,1.065,2.0,0.033,2.767
MAPLEOH,41.415,-81.565,0.0,2.0,2.6,22.29
MARICOR,44.897,-122.96,0.0,2.0,0.033,0.033
MARIOIN,39.766,-86.153,1.774,2.0,0.9,15.065
MARSHIA,42.01,-93.06,12.129,3.5,0.581,37.433
MARTIFL,27.17,-80.243,0.0,2.0,0.036,0.036
MARTNTX,32.131,-101.791,0.0,2.0,0.032,0.032
MATEWKS,42.613,-71.236,0.0,2.0,0.194,1.0
MATSHOS,41.901,-71.089,0.0,2.0,0.032,1.0
